// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;visibility;size;subclass;legacy;configurable;category;range;hasItems;acceptsItems;separateItemCapacity;itemCapacity;noSideBlend;unloadable;hasLiquids;outputsLiquid;liquidCapacity;hasPower;consumesPower;outputsPower;connectedPower;conductivePower;maxNodes;outputFacing;rotate;unitPlans;color;outlineColor;lightColor;health;solid;powerCapacity;powerStorage;configSenseable;hasBuilding;iptDefault;iptLimit;instructionScale
build12;16;-1;hidden;12;ConstructBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;000000ff;404049ff;ffffffff;10;false;0.0;0.0;false;true;0;0;0
build13;17;-1;hidden;13;ConstructBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;000000ff;404049ff;ffffffff;10;false;0.0;0.0;false;true;0;0;0
build14;18;-1;hidden;14;ConstructBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;000000ff;404049ff;ffffffff;10;false;0.0;0.0;false;true;0;0;0
build15;19;-1;hidden;15;ConstructBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;000000ff;404049ff;ffffffff;10;false;0.0;0.0;false;true;0;0;0
build16;20;-1;hidden;16;ConstructBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;000000ff;404049ff;ffffffff;10;false;0.0;0.0;false;true;0;0;0
deep-water;21;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3d4980ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
shallow-water;22;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;47548fff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
tainted-water;23;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;4a3972ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
deep-tainted-water;24;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;352953ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
darksand-tainted-water;25;-1;hidden;1;ShallowLiquid;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;39324aff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
sand-water;26;-1;hidden;1;ShallowLiquid;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;74687aff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
darksand-water;27;-1;hidden;1;ShallowLiquid;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;353751ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
tar;28;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;161817ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
pooled-cryofluid;29;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;549db5ff;404049ff;00ffff30;40;false;0.0;0.0;false;false;0;0;0
molten-slag;30;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c46332ff;404049ff;ffa50060;40;false;0.0;0.0;false;false;0;0;0
space;31;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;050012ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
empty;32;-1;hidden;1;EmptyFloor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;000000ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
stone;33;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;424247ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
crater-stone;34;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;434347ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
char;35;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3c3c42ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
basalt;36;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;312f2fff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
hotrock;37;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;433831ff;404049ff;ffa50026;40;false;0.0;0.0;false;false;0;0;0
magmarock;38;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;684a35ff;404049ff;ffa5004c;40;false;0.0;0.0;false;false;0;0;0
sand-floor;39;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a7896fff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
darksand;40;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;302e2eff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
dirt;41;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;4f312aff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
mud;42;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;291815ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
dacite;43;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;787986ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
rhyolite;44;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5b392eff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
rhyolite-crater;45;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;59372cff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
rough-rhyolite;46;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;51322bff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
regolith;47;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;724b36ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
yellow-stone;48;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;744d36ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
carbon-stone;49;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;22262bff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
ferric-stone;50;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;383231ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
ferric-craters;51;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3c3533ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
beryllic-stone;52;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;29302bff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
crystalline-stone;53;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;2d272fff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
crystal-floor;54;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;3a2f43ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
yellow-stone-plates;55;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;815d38ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
red-stone;56;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8b3d41ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
dense-red-stone;57;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;924744ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
red-ice;58;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c1aea8ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
arkycite-floor;59;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;55703bff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
arkyic-stone;60;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;384932ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
rhyolite-vent;61;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;42231eff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
carbon-vent;62;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;17191fff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
arkyic-vent;63;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;283629ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
yellow-stone-vent;64;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5c3826ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
red-stone-vent;65;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;6c2e37ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
crystalline-vent;66;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;1f1c22ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
stone-vent;67;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;333138ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
basalt-vent;68;-1;hidden;1;SteamVent;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;262324ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
redmat;69;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;452b2aff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
bluemat;70;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;2d2740ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
grass;71;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;548449ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
salt;72;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;bcbdbfff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
snow;73;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;b3b7bbff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
ice;74;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a2a2c2ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
ice-snow;75;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;9c9ebbff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
shale;76;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;4a4665ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
moss;77;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;56365cff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
core-zone;78;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;6b5b4bff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
spore-moss;79;-1;hidden;1;Floor;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;563868ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
stone-wall;80;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7a7a7fff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
spore-wall;81;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8b5695ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
dirt-wall;82;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;704640ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
dacite-wall;83;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a0a1b8ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
ice-wall;84;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;d3d1ffff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
snow-wall;85;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;eff7ffff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
dune-wall;86;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5a5959ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
regolith-wall;87;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ca9a5aff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
yellow-stone-wall;88;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a46f48ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
rhyolite-wall;89;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;754539ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
carbon-wall;90;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;444c51ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
ferric-stone-wall;91;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;6d635cff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
beryllic-stone-wall;92;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;4e5d50ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
arkyic-wall;93;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;678456ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
crystalline-stone-wall;94;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;6a5a69ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
red-ice-wall;95;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;fbdce3ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
red-stone-wall;96;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;bb5359ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
red-diamond-wall;97;-1;hidden;1;StaticTree;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;e38166ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
sand-wall;98;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffdfbcff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
salt-wall;99;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;f4f8ffff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
shrubs;100;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;70bb67ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
shale-wall;101;-1;hidden;1;StaticWall;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7274a0ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
spore-pine;102;-1;hidden;1;StaticTree;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;924e94ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
snow-pine;103;-1;hidden;1;StaticTree;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;eef7ffff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
pine;104;-1;hidden;1;StaticTree;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5a9f5cff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
white-tree-dead;105;-1;hidden;1;TreeBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;e1eafcff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
white-tree;106;-1;hidden;1;TreeBlock;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;d6dbf9ff;404049ff;ffffffff;40;true;0.0;0.0;false;false;0;0;0
spore-cluster;107;-1;hidden;1;Prop;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c4b2faff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
redweed;108;-1;hidden;1;Seaweed;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;dd6f4eff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
pur-bush;109;-1;hidden;1;SeaBush;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5c58a4ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
yellowcoral;110;-1;hidden;1;SeaBush;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;e68248ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
boulder;111;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7c7c81ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
snow-boulder;112;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;eff7ffff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
shale-boulder;113;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;777aa9ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
sand-boulder;114;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;ffddb9ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
dacite-boulder;115;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a9aabeff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
basalt-boulder;116;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5b5a5aff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
carbon-boulder;117;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;474f54ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
ferric-boulder;118;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;71665fff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
beryllic-boulder;119;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;516153ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
yellow-stone-boulder;120;-1;hidden;1;StaticProp;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a06c45ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
arkyic-boulder;121;-1;hidden;1;Prop;false;false;distribution;0.0;false;true;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;658155ff;404049ff;ffffffff;40;false;0.0;0.0;false;false;0;0;0
