// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;color;emoji;ignoreUnitCap;hasPalette;palette0;palette1;palette2
team#190;190;190;6895c4ff;;false;false;6895c4ff;4e6f93ff;344a62ff
team#191;191;191;4e86e2ff;;false;false;4e86e2ff;3a65a9ff;274371ff
team#192;192;192;2cbcb9ff;;false;false;2cbcb9ff;218d8bff;165e5cff
team#193;193;193;b55fedff;;false;false;b55fedff;8847b2ff;5a2f76ff
team#194;194;194;5fb209ff;;false;false;5fb209ff;478506ff;2f5904ff
team#195;195;195;18b758ff;;false;false;18b758ff;128942ff;0c5b2cff
team#196;196;196;5876a5ff;;false;false;5876a5ff;42597cff;2c3b52ff
team#197;197;197;3ee283ff;;false;false;3ee283ff;2faa62ff;1f7141ff
team#198;198;198;36b040ff;;false;false;36b040ff;288430ff;1b5820ff
team#199;199;199;9aac1fff;;false;false;9aac1fff;738117ff;4d560fff
team#200;200;200;2476a6ff;;false;false;2476a6ff;1b587dff;123b53ff
team#201;201;201;83b72fff;;false;false;83b72fff;628923ff;415b17ff
team#202;202;202;4a9f96ff;;false;false;4a9f96ff;377770ff;254f4bff
team#203;203;203;e44c59ff;;false;false;e44c59ff;ab3942ff;72262cff
team#204;204;204;a9069fff;;false;false;a9069fff;7e0477ff;54034fff
team#205;205;205;a4be4bff;;false;false;a4be4bff;7b8e38ff;525f25ff
team#206;206;206;59cd81ff;;false;false;59cd81ff;439a60ff;2c6640ff
team#207;207;207;b80ff0ff;;false;false;b80ff0ff;8a0bb4ff;5c0778ff
team#208;208;208;63e196ff;;false;false;63e196ff;4aa970ff;31704bff
team#209;209;209;63d633ff;;false;false;63d633ff;4aa026ff;316b19ff
team#210;210;210;9fc672ff;;false;false;9fc672ff;779455ff;4f6339ff
team#211;211;211;ec76f4ff;;false;false;ec76f4ff;b159b7ff;763b7aff
team#212;212;212;ce9149ff;;false;false;ce9149ff;9b6d37ff;674824ff
team#213;213;213;f4d60eff;;false;false;f4d60eff;b7a00aff;7a6b07ff
team#214;214;214;79be58ff;;false;false;79be58ff;5a8e42ff;3c5f2cff
team#215;215;215;2be9eeff;;false;false;2be9eeff;20afb2ff;157477ff
team#216;216;216;80b86aff;;false;false;80b86aff;608a50ff;405c35ff
team#217;217;217;52c4afff;;false;false;52c4afff;3d9383ff;296257ff
team#218;218;218;1fd8faff;;false;false;1fd8faff;17a2bbff;0f6c7dff
team#219;219;219;8870f1ff;;false;false;8870f1ff;6654b5ff;443878ff
team#220;220;220;fabc89ff;;false;false;fabc89ff;bb8d67ff;7d5e44ff
team#221;221;221;9adf86ff;;false;false;9adf86ff;73a764ff;4d6f43ff
team#222;222;222;7053ecff;;false;false;7053ecff;543eb1ff;382976ff
team#223;223;223;3a1eaaff;;false;false;3a1eaaff;2b1780ff;1d0f55ff
team#224;224;224;151fe4ff;;false;false;151fe4ff;0f17abff;0a0f72ff
team#225;225;225;98f31aff;;false;false;98f31aff;72b613ff;4c790dff
team#226;226;226;90bcf9ff;;false;false;90bcf9ff;6c8dbbff;485e7cff
team#227;227;227;5f00a8ff;;false;false;5f00a8ff;47007eff;2f0054ff
team#228;228;228;acdd00ff;;false;false;acdd00ff;81a600ff;566e00ff
team#229;229;229;e06c34ff;;false;false;e06c34ff;a85127ff;70361aff
team#230;230;230;d85babff;;false;false;d85babff;a24480ff;6c2d55ff
team#231;231;231;4dcff1ff;;false;false;4dcff1ff;3a9bb4ff;266778ff
team#232;232;232;7716f4ff;;false;false;7716f4ff;5910b7ff;3b0b7aff
team#233;233;233;b8f000ff;;false;false;b8f000ff;8ab400ff;5c7800ff
team#234;234;234;7ea508ff;;false;false;7ea508ff;5e7c06ff;3f5204ff
team#235;235;235;d48909ff;;false;false;d48909ff;9f6707ff;6a4404ff
team#236;236;236;ab5791ff;;false;false;ab5791ff;80416dff;552b48ff
team#237;237;237;ec71e7ff;;false;false;ec71e7ff;b155adff;763873ff
team#238;238;238;eb2a6bff;;false;false;eb2a6bff;b01f50ff;751535ff
team#239;239;239;39b6c4ff;;false;false;39b6c4ff;2a8893ff;1c5b62ff
team#240;240;240;c92644ff;;false;false;c92644ff;971d33ff;641322ff
team#241;241;241;56b6a0ff;;false;false;56b6a0ff;408878ff;2b5b50ff
team#242;242;242;eaa08bff;;false;false;eaa08bff;af7868ff;755045ff
team#243;243;243;27c142ff;;false;false;27c142ff;1d9032ff;136021ff
team#244;244;244;3b19dbff;;false;false;3b19dbff;2c12a4ff;1d0c6dff
team#245;245;245;a12285ff;;false;false;a12285ff;781963ff;501142ff
team#246;246;246;f73bb0ff;;false;false;f73bb0ff;b92c84ff;7b1d58ff
team#247;247;247;a63c74ff;;false;false;a63c74ff;7d2d57ff;531e3aff
team#248;248;248;e8026eff;;false;false;e8026eff;ae0152ff;740137ff
team#249;249;249;b9cb37ff;;false;false;b9cb37ff;8a9829ff;5c651bff
team#250;250;250;b1bc0eff;;false;false;b1bc0eff;858d0bff;585e07ff
team#251;251;251;9dfa6aff;;false;false;9dfa6aff;76bc4fff;4e7d35ff
team#252;252;252;fd69d0ff;;false;false;fd69d0ff;be4f9cff;7e3468ff
team#253;253;253;56f772ff;;false;false;56f772ff;41b955ff;2b7b39ff
team#254;254;254;af8334ff;;false;false;af8334ff;836227ff;57411aff
team#255;255;255;16d444ff;;false;false;16d444ff;109f33ff;0b6a22ff
