// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;copper;lead;metaglass;graphite;sand;coal;titanium;thorium;scrap;silicon;plastanium;phase-fabric;surge-alloy;spore-pod;blast-compound;pyratite;beryllium;tungsten;oxide;carbide;fissile-matter;dormant-cyst
tar;28;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pooled-cryofluid;29;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
molten-slag;30;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
space;31;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
empty;32;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stone;33;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crater-stone;34;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
char;35;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
basalt;36;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hotrock;37;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
magmarock;38;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sand-floor;39;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
darksand;40;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dirt;41;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mud;42;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dacite;43;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite;44;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-crater;45;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rough-rhyolite;46;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
regolith;47;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone;48;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-stone;49;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-stone;50;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-craters;51;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllic-stone;52;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-stone;53;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-floor;54;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-plates;55;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone;56;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dense-red-stone;57;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-ice;58;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkycite-floor;59;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-stone;60;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-vent;61;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-vent;62;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-vent;63;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-vent;64;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone-vent;65;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-vent;66;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stone-vent;67;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
basalt-vent;68;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
redmat;69;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bluemat;70;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
grass;71;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
salt;72;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow;73;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ice;74;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ice-snow;75;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shale;76;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
moss;77;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
core-zone;78;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-moss;79;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stone-wall;80;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-wall;81;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dirt-wall;82;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dacite-wall;83;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ice-wall;84;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow-wall;85;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dune-wall;86;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
regolith-wall;87;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-wall;88;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-wall;89;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-wall;90;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-stone-wall;91;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllic-stone-wall;92;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-wall;93;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-stone-wall;94;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-ice-wall;95;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone-wall;96;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-diamond-wall;97;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sand-wall;98;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
salt-wall;99;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubs;100;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shale-wall;101;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-pine;102;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow-pine;103;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pine;104;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
white-tree-dead;105;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
white-tree;106;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-cluster;107;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
redweed;108;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pur-bush;109;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellowcoral;110;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
boulder;111;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow-boulder;112;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shale-boulder;113;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sand-boulder;114;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dacite-boulder;115;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
basalt-boulder;116;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-boulder;117;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-boulder;118;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllic-boulder;119;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-boulder;120;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-boulder;121;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-cluster;122;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vibrant-crystal-cluster;123;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-blocks;124;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-orbs;125;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-boulder;126;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-ice-boulder;127;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-boulder;128;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone-boulder;129;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor;130;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-damaged;131;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-2;132;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-3;133;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-4;134;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-5;135;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-1;136;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-2;137;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-3;138;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-4;139;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-5;140;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-6;141;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-metal;142;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pebbles;143;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tendrils;144;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-copper;145;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-lead;146;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-scrap;147;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-coal;148;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-titanium;149;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-thorium;150;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-beryllium;151;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-tungsten;152;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-crystal-thorium;153;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-wall-thorium;154;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-wall-beryllium;155;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
graphitic-wall;156;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-wall-tungsten;157;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
graphite-press;158;0;75;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
multi-press;159;1;0;100;0;50;0;0;100;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
silicon-smelter;160;2;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
silicon-crucible;161;3;0;0;80;0;0;0;120;0;0;60;35;0;0;0;0;0;0;0;0;0;0;0
kiln;162;4;60;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plastanium-compressor;163;5;0;115;0;60;0;0;80;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
phase-weaver;164;6;0;120;0;0;0;0;0;75;0;130;0;0;0;0;0;0;0;0;0;0;0;0
surge-smelter;165;180;0;80;0;0;0;0;0;70;0;80;0;0;0;0;0;0;0;0;0;0;0;0
cryofluid-mixer;166;7;0;65;0;0;0;0;60;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
pyratite-mixer;167;8;50;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blast-mixer;168;9;0;30;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
melter;169;10;30;35;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
separator;170;11;30;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
disassembler;171;12;0;0;0;0;0;0;100;80;0;150;40;0;0;0;0;0;0;0;0;0;0;0
spore-press;172;13;0;35;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
pulverizer;173;14;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal-centrifuge;174;15;0;30;0;40;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
incinerator;175;16;0;15;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
silicon-arc-furnace;176;153;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0
electrolyzer;177;178;0;0;0;40;0;0;0;0;0;50;0;0;0;0;0;0;130;80;0;0;0;0
atmospheric-concentrator;178;192;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;180;0;60;0;0;0
oxidation-chamber;179;179;0;0;0;80;0;0;0;0;0;100;0;0;0;0;0;0;120;120;0;0;0;0
electric-heater;180;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;0;0;0
slag-heater;181;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;50;20;0;0;0
phase-heater;182;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;30;0;0
heat-redirector;183;202;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
small-heat-redirector;184;255;0;0;0;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
heat-router;185;250;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
slag-incinerator;186;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
carbide-crucible;187;164;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;110;60;0;0;0
slag-centrifuge;188;185;0;0;0;60;0;0;0;0;0;40;0;0;0;0;0;0;0;0;40;70;0;0
surge-crucible;189;181;0;0;0;80;0;0;0;0;0;100;0;0;0;0;0;0;0;80;80;0;0;0
cyanogen-synthesizer;190;184;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;90;0;0;50;0;0
phase-synthesizer;191;188;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;200;0;90;0;0
heat-reactor;192;175;0;0;0;20;0;0;0;80;0;0;0;0;0;0;0;0;0;0;70;10;0;0
copper-wall;193;17;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
copper-wall-large;194;18;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
titanium-wall;195;19;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
titanium-wall-large;196;20;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plastanium-wall;197;21;0;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
plastanium-wall-large;198;22;0;0;8;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0
thorium-wall;199;23;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thorium-wall-large;200;24;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phase-wall;201;25;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
phase-wall-large;202;26;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0
surge-wall;203;27;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
surge-wall-large;204;28;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0
door;205;29;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
door-large;206;30;0;0;0;0;0;0;24;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall;207;31;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall-large;208;32;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall-huge;209;33;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall-gigantic;210;34;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
thruster;211;149;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllium-wall;212;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
beryllium-wall-large;213;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0
tungsten-wall;214;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
tungsten-wall-large;215;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0
blast-door;216;227;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;24;0;0;0;0
reinforced-surge-wall;217;225;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0
reinforced-surge-wall-large;218;234;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;8;0;0;0;0
carbide-wall;219;220;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;6;0;0
carbide-wall-large;220;221;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;24;0;0
shielded-wall;221;240;0;0;0;0;0;0;0;0;0;0;0;20;12;0;0;0;12;0;0;0;0;0
mender;222;35;25;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mend-projector;223;36;50;100;0;0;0;0;25;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
overdrive-projector;224;37;0;100;0;0;0;0;75;0;0;75;30;0;0;0;0;0;0;0;0;0;0;0
overdrive-dome;225;38;0;200;0;0;0;0;130;0;0;130;80;0;120;0;0;0;0;0;0;0;0;0
force-projector;226;39;0;100;0;0;0;0;75;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0
shock-mine;227;40;0;25;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
radar;228;226;0;0;0;50;0;0;0;0;0;60;0;0;0;0;0;0;10;0;0;0;0;0
build-tower;229;162;0;0;0;0;0;0;0;60;0;150;0;0;0;0;0;0;0;0;40;0;0;0
regen-projector;230;197;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;80;60;40;0;0;0
shockwave-tower;231;246;0;0;0;0;0;0;0;0;0;150;0;0;50;0;0;0;0;100;30;0;0;0
shield-projector;232;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
large-shield-projector;233;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
conveyor;234;41;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
titanium-conveyor;235;42;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plastanium-conveyor;236;43;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
armored-conveyor;237;44;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
junction;238;45;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bridge-conveyor;239;46;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phase-conveyor;240;47;0;10;0;10;0;0;0;0;0;7;0;5;0;0;0;0;0;0;0;0;0;0
sorter;241;48;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
inverted-sorter;242;49;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
router;243;50;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
distributor;244;51;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
overflow-gate;245;52;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
underflow-gate;246;53;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
