// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;copper;lead;metaglass;graphite;sand;coal;titanium;thorium;scrap;silicon;plastanium;phase-fabric;surge-alloy;spore-pod;blast-compound;pyratite;beryllium;tungsten;oxide;carbide;fissile-matter;dormant-cyst
tar;28;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pooled-cryofluid;29;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
molten-slag;30;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
space;31;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
empty;32;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stone;33;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crater-stone;34;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
char;35;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
basalt;36;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hotrock;37;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
magmarock;38;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sand-floor;39;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
darksand;40;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dirt;41;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mud;42;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dacite;43;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite;44;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-crater;45;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rough-rhyolite;46;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
regolith;47;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone;48;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-stone;49;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-stone;50;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-craters;51;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllic-stone;52;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-stone;53;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-floor;54;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-plates;55;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone;56;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dense-red-stone;57;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-ice;58;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkycite-floor;59;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-stone;60;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-vent;61;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-vent;62;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-vent;63;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-vent;64;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone-vent;65;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-vent;66;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stone-vent;67;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
basalt-vent;68;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
redmat;69;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bluemat;70;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
grass;71;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
salt;72;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow;73;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ice;74;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ice-snow;75;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shale;76;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
moss;77;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
core-zone;78;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-moss;79;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stone-wall;80;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-wall;81;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dirt-wall;82;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dacite-wall;83;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ice-wall;84;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow-wall;85;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dune-wall;86;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
regolith-wall;87;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-wall;88;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-wall;89;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-wall;90;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-stone-wall;91;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllic-stone-wall;92;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-wall;93;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-stone-wall;94;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-ice-wall;95;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone-wall;96;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-diamond-wall;97;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sand-wall;98;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
salt-wall;99;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shrubs;100;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shale-wall;101;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-pine;102;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow-pine;103;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pine;104;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
white-tree-dead;105;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
white-tree;106;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spore-cluster;107;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
redweed;108;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pur-bush;109;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellowcoral;110;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
boulder;111;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow-boulder;112;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shale-boulder;113;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sand-boulder;114;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dacite-boulder;115;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
basalt-boulder;116;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carbon-boulder;117;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferric-boulder;118;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllic-boulder;119;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yellow-stone-boulder;120;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arkyic-boulder;121;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-cluster;122;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vibrant-crystal-cluster;123;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-blocks;124;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystal-orbs;125;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crystalline-boulder;126;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-ice-boulder;127;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhyolite-boulder;128;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
red-stone-boulder;129;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor;130;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-damaged;131;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-2;132;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-3;133;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-4;134;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-floor-5;135;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-1;136;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-2;137;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-3;138;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-4;139;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-5;140;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-panel-6;141;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dark-metal;142;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-1;143;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-2;144;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-3;145;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-4;146;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-5;147;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-6;148;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-7;149;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-8;150;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-9;151;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-10;152;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-11;153;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-12;154;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-tiles-13;155;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-wall-1;156;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-wall-2;157;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metal-wall-3;158;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
colored-floor;159;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
colored-wall;160;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
character-overlay;161;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
character-overlay-white;162;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rune-overlay;163;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rune-overlay-crux;164;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pebbles;165;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tendrils;166;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-copper;167;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-lead;168;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-scrap;169;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-coal;170;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-titanium;171;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-thorium;172;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-beryllium;173;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-tungsten;174;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-crystal-thorium;175;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-wall-thorium;176;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-wall-beryllium;177;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
graphitic-wall;178;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ore-wall-tungsten;179;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
graphite-press;180;0;75;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
multi-press;181;1;0;100;0;50;0;0;100;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
silicon-smelter;182;2;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
silicon-crucible;183;3;0;0;80;0;0;0;120;0;0;60;35;0;0;0;0;0;0;0;0;0;0;0
kiln;184;4;60;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plastanium-compressor;185;5;0;115;0;60;0;0;80;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
phase-weaver;186;6;0;120;0;0;0;0;0;75;0;130;0;0;0;0;0;0;0;0;0;0;0;0
surge-smelter;187;180;0;80;0;0;0;0;0;70;0;80;0;0;0;0;0;0;0;0;0;0;0;0
cryofluid-mixer;188;7;0;65;0;0;0;0;60;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
pyratite-mixer;189;8;50;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blast-mixer;190;9;0;30;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
melter;191;10;30;35;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
separator;192;11;30;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
disassembler;193;12;0;0;0;0;0;0;100;80;0;150;40;0;0;0;0;0;0;0;0;0;0;0
spore-press;194;13;0;35;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
pulverizer;195;14;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal-centrifuge;196;15;0;30;0;40;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
incinerator;197;16;0;15;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
silicon-arc-furnace;198;153;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0
electrolyzer;199;178;0;0;0;40;0;0;0;0;0;50;0;0;0;0;0;0;130;80;0;0;0;0
atmospheric-concentrator;200;192;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;180;0;60;0;0;0
oxidation-chamber;201;179;0;0;0;80;0;0;0;0;0;100;0;0;0;0;0;0;120;120;0;0;0;0
electric-heater;202;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;0;0;0
slag-heater;203;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;50;20;0;0;0
phase-heater;204;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;30;0;0
heat-redirector;205;202;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
small-heat-redirector;206;255;0;0;0;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
heat-router;207;250;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
slag-incinerator;208;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
carbide-crucible;209;164;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;110;60;0;0;0
slag-centrifuge;210;185;0;0;0;60;0;0;0;0;0;40;0;0;0;0;0;0;0;0;40;70;0;0
surge-crucible;211;181;0;0;0;80;0;0;0;0;0;100;0;0;0;0;0;0;0;80;80;0;0;0
cyanogen-synthesizer;212;184;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;90;0;0;50;0;0
phase-synthesizer;213;188;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;200;0;90;0;0
heat-reactor;214;175;0;0;0;20;0;0;0;80;0;0;0;0;0;0;0;0;0;0;70;10;0;0
copper-wall;215;17;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
copper-wall-large;216;18;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
titanium-wall;217;19;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
titanium-wall-large;218;20;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plastanium-wall;219;21;0;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
plastanium-wall-large;220;22;0;0;8;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0
thorium-wall;221;23;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thorium-wall-large;222;24;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phase-wall;223;25;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
phase-wall-large;224;26;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0
surge-wall;225;27;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
surge-wall-large;226;28;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0
door;227;29;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
door-large;228;30;0;0;0;0;0;0;24;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall;229;31;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall-large;230;32;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall-huge;231;33;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0
scrap-wall-gigantic;232;34;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
thruster;233;149;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
beryllium-wall;234;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
beryllium-wall-large;235;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0
tungsten-wall;236;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
tungsten-wall-large;237;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0
blast-door;238;227;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;24;0;0;0;0
reinforced-surge-wall;239;225;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0
reinforced-surge-wall-large;240;234;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;8;0;0;0;0
carbide-wall;241;220;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;6;0;0
carbide-wall-large;242;221;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;24;0;0
shielded-wall;243;240;0;0;0;0;0;0;0;0;0;0;0;20;12;0;0;0;12;0;0;0;0;0
mender;244;35;25;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mend-projector;245;36;50;100;0;0;0;0;25;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
